,pitcher_id,pitch_type,px,pz,stand,b_count,s_count
4125,James Paxton,Knuckle Curve,0.29100000000000004,1.115,R,3.0,2.0
4126,James Paxton,4 Seam Fastball,1.087,2.206,R,0.0,0.0
4127,James Paxton,2 Seam Fastball,0.22,2.393,R,1.0,0.0
4128,James Paxton,Cutter,-0.193,3.03,R,1.0,1.0
4129,James Paxton,4 Seam Fastball,-1.223,0.962,R,0.0,0.0
4130,James Paxton,2 Seam Fastball,0.315,2.467,R,1.0,0.0
4131,James Paxton,4 Seam Fastball,-0.871,1.44,R,0.0,0.0
4132,James Paxton,Changeup,-1.065,1.815,R,0.0,1.0
4133,James Paxton,2 Seam Fastball,-0.353,4.212,R,0.0,2.0
4134,James Paxton,2 Seam Fastball,-0.331,3.134,R,0.0,0.0
4135,James Paxton,4 Seam Fastball,-0.438,3.518,R,0.0,0.0
4136,James Paxton,4 Seam Fastball,-1.883,1.091,R,0.0,1.0
4137,James Paxton,4 Seam Fastball,-0.703,1.978,R,1.0,1.0
4138,James Paxton,Knuckle Curve,-0.6659999999999999,-0.675,R,1.0,2.0
4139,James Paxton,Knuckle Curve,-0.277,2.161,R,2.0,2.0
4155,James Paxton,Cutter,-0.441,1.585,R,0.0,0.0
4156,James Paxton,4 Seam Fastball,-0.977,1.889,R,0.0,1.0
4157,James Paxton,4 Seam Fastball,-0.175,1.169,R,0.0,0.0
4158,James Paxton,Cutter,-0.018000000000000002,1.526,R,1.0,0.0
4159,James Paxton,4 Seam Fastball,-1.436,0.8390000000000001,L,0.0,0.0
4160,James Paxton,4 Seam Fastball,-0.056,2.233,L,1.0,0.0
4161,James Paxton,4 Seam Fastball,-0.523,2.0980000000000003,L,1.0,1.0
4162,James Paxton,Knuckle Curve,-0.7709999999999999,0.05,L,1.0,2.0
4163,James Paxton,4 Seam Fastball,-0.172,2.614,L,2.0,2.0
4164,James Paxton,4 Seam Fastball,-0.114,2.298,R,0.0,0.0
4165,James Paxton,4 Seam Fastball,-0.151,1.256,R,0.0,1.0
4166,James Paxton,Changeup,-0.669,0.715,R,1.0,1.0
4167,James Paxton,4 Seam Fastball,-0.515,3.113,R,2.0,1.0
4168,James Paxton,4 Seam Fastball,-1.584,3.582,R,2.0,2.0
4169,James Paxton,Changeup,0.438,2.775,R,3.0,2.0
4178,James Paxton,4 Seam Fastball,1.382,2.349,R,0.0,0.0
4179,James Paxton,2 Seam Fastball,-0.389,1.078,R,1.0,0.0
4180,James Paxton,4 Seam Fastball,-0.935,1.586,R,2.0,0.0
4181,James Paxton,4 Seam Fastball,1.061,1.965,R,2.0,1.0
4182,James Paxton,Knuckle Curve,-1.705,-1.335,R,2.0,2.0
4183,James Paxton,Changeup,0.366,3.708,R,3.0,2.0
4184,James Paxton,4 Seam Fastball,-1.089,1.655,R,0.0,0.0
4185,James Paxton,4 Seam Fastball,1.284,2.193,R,1.0,0.0
4186,James Paxton,4 Seam Fastball,-0.503,3.102,R,2.0,0.0
4187,James Paxton,4 Seam Fastball,0.495,2.219,R,2.0,1.0
4188,James Paxton,Changeup,0.019,1.307,R,2.0,2.0
4189,James Paxton,4 Seam Fastball,-0.652,2.958,R,0.0,0.0
4190,James Paxton,Changeup,0.613,2.747,R,0.0,1.0
5169,Adam Ottavino,4 Seam Fastball,-0.273,2.844,R,0.0,0.0
5170,Adam Ottavino,4 Seam Fastball,-0.757,3.486,R,0.0,1.0
5171,Adam Ottavino,Slider,1.768,2.245,R,0.0,2.0
5172,Adam Ottavino,4 Seam Fastball,0.898,0.93,R,0.0,0.0
5173,Adam Ottavino,Slider,0.612,1.757,R,1.0,0.0
5174,Adam Ottavino,Slider,-0.037000000000000005,1.182,R,1.0,1.0
5175,Adam Ottavino,4 Seam Fastball,0.624,2.436,R,1.0,2.0
5176,Adam Ottavino,2 Seam Fastball,0.21600000000000005,1.751,R,0.0,0.0
5177,Adam Ottavino,Slider,1.925,1.634,R,0.0,1.0
5178,Adam Ottavino,Slider,0.18,0.457,R,1.0,1.0
5179,Adam Ottavino,Slider,-0.011,2.026,R,2.0,1.0
5180,Adam Ottavino,2 Seam Fastball,0.7859999999999999,1.705,R,2.0,2.0
7918,Adam Ottavino,2 Seam Fastball,0.221,2.3040000000000003,R,0.0,0.0
7919,Adam Ottavino,2 Seam Fastball,0.237,1.874,R,0.0,0.0
7920,Adam Ottavino,Slider,0.8,0.79,R,0.0,1.0
7921,Adam Ottavino,Slider,0.773,2.395,R,1.0,1.0
7922,Adam Ottavino,Slider,-0.515,3.208,R,1.0,2.0
7923,Adam Ottavino,Slider,1.136,2.256,R,2.0,2.0
7924,Adam Ottavino,4 Seam Fastball,1.715,2.297,R,2.0,2.0
7925,Adam Ottavino,Slider,0.044,2.859,R,3.0,2.0
7926,Adam Ottavino,2 Seam Fastball,0.139,1.4469999999999998,L,0.0,0.0
7927,Adam Ottavino,Cutter,-0.964,2.082,L,1.0,0.0
7928,Adam Ottavino,2 Seam Fastball,0.6629999999999999,2.778,L,2.0,0.0
7929,Adam Ottavino,2 Seam Fastball,-1.4069999999999998,3.439,L,3.0,0.0
7930,Adam Ottavino,2 Seam Fastball,-0.8490000000000001,1.75,R,0.0,0.0
